forum,post_type,username,original_title,original_post,post_url,LLM_inferred_question,cluster,cluster_label,date_posted,umap_1,umap_2,umap_3,llm_cluster_name
ovarian,Question,Cheekkat,Finally ovarian origin for my GI Mucinous adenocarcinoma,"
Following my MOAS and CRS and HIPEC at Basingstoke  I've been told that my primary cancer had it's origin deep within my ovarian tumour ( kruckenburgs) and did not originate in my appendix.
The type of cancer was a Gastrointestinal type and this is likely to have mutated from an ovarian germ cell.
The cancer is extremely rare and it appears that the oncologist have had to decide whether to treat me for GI type cancer or ovarian 
It's seems most likely it's going to be Gynae for ovarian.
This means I'll be receiving ovarian targeted chemotherapy  such as pacitaxol and not Folfori for colorectal origins. 
Also I wonder where this puts me as a Pseudomyxoma Peritoni survivor. I had mets to my  peritoneum and omentum which were removed and my tumour removal score was CC0 meaning all cancer was removed.
I also wonder ,  how effective the HIPEC chemo bath which is mitomycin is against my cancer type? If mine is ovarian origin.
Generally feeling fairly defeated. I'm having miserable bowel issues as I had a lower anterior resection of my rectum as my tumour had affixed itself to the outside of my rectum.
Has anyone else had this rare type of cancer?
Feel a bit alone with it.
Also I would like to know what others experience of pacitaxol was, as I've been told its going to be pretty tough. I believe I'll have 6 cycles.
",https://community.macmillan.org.uk/cancer_types/ovarian-cancer-forum/f/diagnosis-and-treatment/287287/finally-ovarian-origin-for-my-gi-mucinous-adenocarcinoma,Experience with pacitaxol (6 cycles)?,3,"chemo, effects, radiotherapy, brachytherapy, experience, chemotherapy, treatment, carboplatin, advice, experiences, paclitaxel",2024-12-04T22:48:01.813Z,2.697275,1.2901617,2.7968075,"Treatment Side Effects  
"
ovarian,Question,Cheekkat,Finally ovarian origin for my GI Mucinous adenocarcinoma,"
Following my MOAS and CRS and HIPEC at Basingstoke  I've been told that my primary cancer had it's origin deep within my ovarian tumour ( kruckenburgs) and did not originate in my appendix.
The type of cancer was a Gastrointestinal type and this is likely to have mutated from an ovarian germ cell.
The cancer is extremely rare and it appears that the oncologist have had to decide whether to treat me for GI type cancer or ovarian 
It's seems most likely it's going to be Gynae for ovarian.
This means I'll be receiving ovarian targeted chemotherapy  such as pacitaxol and not Folfori for colorectal origins. 
Also I wonder where this puts me as a Pseudomyxoma Peritoni survivor. I had mets to my  peritoneum and omentum which were removed and my tumour removal score was CC0 meaning all cancer was removed.
I also wonder ,  how effective the HIPEC chemo bath which is mitomycin is against my cancer type? If mine is ovarian origin.
Generally feeling fairly defeated. I'm having miserable bowel issues as I had a lower anterior resection of my rectum as my tumour had affixed itself to the outside of my rectum.
Has anyone else had this rare type of cancer?
Feel a bit alone with it.
Also I would like to know what others experience of pacitaxol was, as I've been told its going to be pretty tough. I believe I'll have 6 cycles.
",https://community.macmillan.org.uk/cancer_types/ovarian-cancer-forum/f/diagnosis-and-treatment/287287/finally-ovarian-origin-for-my-gi-mucinous-adenocarcinoma,Anyone else had this rare type of cancer?,5,"similar, cancer, experience, experiences, cervical, symptoms, treatment, menopause, stage, hrt, endometrial",2024-12-04T22:48:01.813Z,4.4992604,1.0351768,5.6644263,"Gynecological Cancer Journeys  
"
ovarian,Question,Stressed2024,Stage 4 ovarian cancer,"
Hello there 

ive just been diagnosed with stage 4 ovarian cancer, it has spread to peritoneum.  . I’m waiting for a treatment plan , just wondering if others have had this diagnosis and treatment?  feeling so emotional, so worried about the impact on my 2 daughters.  Still feeling surreal  and terrifying, thank you all brave ladies xx
",https://community.macmillan.org.uk/cancer_types/ovarian-cancer-forum/f/diagnosis-and-treatment/286694/stage-4-ovarian-cancer,treatment plan for stage 4 ovarian cancer with peritoneal spread?,5,"similar, cancer, experience, experiences, cervical, symptoms, treatment, menopause, stage, hrt, endometrial",2024-11-21T22:03:28.530Z,4.4066586,1.2751914,4.7218466,"Gynecological Cancer Journeys  
"
ovarian,Question,Stressed2024,Stage 4 ovarian cancer,"
Hello there 

ive just been diagnosed with stage 4 ovarian cancer, it has spread to peritoneum.  . I’m waiting for a treatment plan , just wondering if others have had this diagnosis and treatment?  feeling so emotional, so worried about the impact on my 2 daughters.  Still feeling surreal  and terrifying, thank you all brave ladies xx
",https://community.macmillan.org.uk/cancer_types/ovarian-cancer-forum/f/diagnosis-and-treatment/286694/stage-4-ovarian-cancer,experiences of others with this diagnosis and treatment?,5,"similar, cancer, experience, experiences, cervical, symptoms, treatment, menopause, stage, hrt, endometrial",2024-11-21T22:03:28.530Z,3.715568,0.5534079,5.212087,"Gynecological Cancer Journeys  
"
ovarian,Question,Cadence,Seeking pragmatic information on possible treatments and trials,"
Dearest community,
I am rarely on message boards, not because I don't want to offer or receive support, but because they terrify me and plunge me into panic and despair. I am feeling psychologically fragile, and need to maintain a glimmer of hope just in order to get through my day and maintain a positive outlook on my chances of survival. I say this because I have a question for you, but I want to ask you to please not share with me information that will make me lose hope, and to just stick to practical information. I think we all need to find ways to keep hope alive!
In short, what I am seeking is information on what treatments those of you with platinum-resistant high-grade serous cancer have tried when chemo stopped working. I am currently having my second recurrence (third time with HGSOC) and I am being treated with weekly taxol. I am hoping the taxol will work. But in the case that it doesn't, I would love to hear what treatments or trials you have tried if you have reached a similar stage of treatment. It would help me psychologically to know that there are things I can try if taxol doesn't work. I would be very grateful for information about things you are trying or have heard of.
I am currently living in France, and have moved my treatment from the UK to France, but perhaps many of the same trials going on in the UK are also happening in France. And perhaps I can find some of the same treatments here.
Thank you very much. And bon courage to you in finding light in the darkness!
",https://community.macmillan.org.uk/cancer_types/ovarian-cancer-forum/f/diagnosis-and-treatment/286734/seeking-pragmatic-information-on-possible-treatments-and-trials,What treatments have others tried when chemo stopped working for platinum-resistant high-grade serous cancer?,3,"chemo, effects, radiotherapy, brachytherapy, experience, chemotherapy, treatment, carboplatin, advice, experiences, paclitaxel",2024-11-22T17:42:50.847Z,3.7518983,1.2351913,3.45467,"Treatment Side Effects  
"
ovarian,Question,Cadence,Seeking pragmatic information on possible treatments and trials,"
Dearest community,
I am rarely on message boards, not because I don't want to offer or receive support, but because they terrify me and plunge me into panic and despair. I am feeling psychologically fragile, and need to maintain a glimmer of hope just in order to get through my day and maintain a positive outlook on my chances of survival. I say this because I have a question for you, but I want to ask you to please not share with me information that will make me lose hope, and to just stick to practical information. I think we all need to find ways to keep hope alive!
In short, what I am seeking is information on what treatments those of you with platinum-resistant high-grade serous cancer have tried when chemo stopped working. I am currently having my second recurrence (third time with HGSOC) and I am being treated with weekly taxol. I am hoping the taxol will work. But in the case that it doesn't, I would love to hear what treatments or trials you have tried if you have reached a similar stage of treatment. It would help me psychologically to know that there are things I can try if taxol doesn't work. I would be very grateful for information about things you are trying or have heard of.
I am currently living in France, and have moved my treatment from the UK to France, but perhaps many of the same trials going on in the UK are also happening in France. And perhaps I can find some of the same treatments here.
Thank you very much. And bon courage to you in finding light in the darkness!
",https://community.macmillan.org.uk/cancer_types/ovarian-cancer-forum/f/diagnosis-and-treatment/286734/seeking-pragmatic-information-on-possible-treatments-and-trials,What trials or treatments are available if taxol doesn't work?,3,"chemo, effects, radiotherapy, brachytherapy, experience, chemotherapy, treatment, carboplatin, advice, experiences, paclitaxel",2024-11-22T17:42:50.847Z,3.5194845,1.1864043,3.293006,"Treatment Side Effects  
"
ovarian,Question,enlightened_penguin,ovarian cancer - access to PARP inhibitors,"
Hi,
My mum went in for risk reduction surgery to have her Ovaries and Fallopian tubes removed.
They then tested the removed tissue and found high grade cancer in the tubes.
This fact makes her cancer at least Stage 2.
We got a PET/CT scan following the operation which shows two Lymph nodes are prominent and likely cancer has spread there.
This would upgrade her cancer to Stage 3, but they will not do this without biospy or (surgery) full staging.
My mum does not want to have any surgery. She has complications from before and is very afraid.
She has BRCA 2 gene, so best treatment option for her is Chemotherapy and PARP inhibitors.
But PARP inhibitors are only offered on the NHS for Stage 3 or above Ovarian cancer.
If during Chemotherapy, the lymph nodes seem to respond i.e. indicating cancer is/was there, is this enough ammunition to go to the oncologist to ask/demand they stage the cancer to 3 so we have access to PARP inhibitors?
It seems logical to me.
The NHS only have a guideline for the prescription of PARP inhibitors for their limited resource (£) purposes.
I am of the opinion an oncologist could prescribe if they are satisfied she is likely Stage 3 with whatever evidence they seem fit.
And, anyone know if PARP inhibitors are started during Chemotherapy or after?
Your feedback is welcome .
Thanks.

",https://community.macmillan.org.uk/cancer_types/ovarian-cancer-forum/f/diagnosis-and-treatment/286403/ovarian-cancer---access-to-parp-inhibitors,Can chemotherapy response be used to argue for Stage 3 diagnosis and access to PARP inhibitors?,3,"chemo, effects, radiotherapy, brachytherapy, experience, chemotherapy, treatment, carboplatin, advice, experiences, paclitaxel",2024-11-16T17:30:52.600Z,3.648366,1.4230089,3.1541212,"Treatment Side Effects  
"
ovarian,Question,enlightened_penguin,ovarian cancer - access to PARP inhibitors,"
Hi,
My mum went in for risk reduction surgery to have her Ovaries and Fallopian tubes removed.
They then tested the removed tissue and found high grade cancer in the tubes.
This fact makes her cancer at least Stage 2.
We got a PET/CT scan following the operation which shows two Lymph nodes are prominent and likely cancer has spread there.
This would upgrade her cancer to Stage 3, but they will not do this without biospy or (surgery) full staging.
My mum does not want to have any surgery. She has complications from before and is very afraid.
She has BRCA 2 gene, so best treatment option for her is Chemotherapy and PARP inhibitors.
But PARP inhibitors are only offered on the NHS for Stage 3 or above Ovarian cancer.
If during Chemotherapy, the lymph nodes seem to respond i.e. indicating cancer is/was there, is this enough ammunition to go to the oncologist to ask/demand they stage the cancer to 3 so we have access to PARP inhibitors?
It seems logical to me.
The NHS only have a guideline for the prescription of PARP inhibitors for their limited resource (£) purposes.
I am of the opinion an oncologist could prescribe if they are satisfied she is likely Stage 3 with whatever evidence they seem fit.
And, anyone know if PARP inhibitors are started during Chemotherapy or after?
Your feedback is welcome .
Thanks.

",https://community.macmillan.org.uk/cancer_types/ovarian-cancer-forum/f/diagnosis-and-treatment/286403/ovarian-cancer---access-to-parp-inhibitors,When are PARP inhibitors started during treatment?,3,"chemo, effects, radiotherapy, brachytherapy, experience, chemotherapy, treatment, carboplatin, advice, experiences, paclitaxel",2024-11-16T17:30:52.600Z,3.5055878,1.4856892,2.9757814,"Treatment Side Effects  
"
ovarian,Question,Noodleface,Gloriosa clinical trial,"
Morning all,
Quick background summary: stage 3c HGSOC diagnosed Oct 2023, debulking surgery Nov 23, chemo ended April 24, been on Niraparib since May 24, latest NED scan Aug 24. BRCA neg and HRD neg.
I get 4-weekly blood tests due to still being fairly early days on Niraparib. Two weeks ago my CA-125 had shot up to 110, following previous month at 33, and single figures before then. Latest CT scan this month shows early stages of first recurrence in different sites, which is a huge disappointment after such a short time. I see my consultant tomorrow for all the details and a discussion about what happens next. However, I had already spoken to a CNS on the phone on Thursday and asked her to give me the headlines of my results over the phone. She had been in the MDT meeting during which they'd looked at my scan and discussed it. Apparently, if chemo is the decision (carbo/caelyx) then I might be offered the chance to go onto the Gloriosa clinical trial as well. This is fairly newish, I think, and currently open to people with my profile.
So just wondering if any of you have been on it, are on it or had it suggested please? What's your experience?
Here's what I know so far: https://targetovariancancer.org.uk/about-ovarian-cancer/clinical-trials/gloriosa-study-mirvetuximab-soravtansine-and-bevacizumab
Many thanks in advance!
",https://community.macmillan.org.uk/cancer_types/ovarian-cancer-forum/f/diagnosis-and-treatment/286435/gloriosa-clinical-trial,Experience with Gloriosa clinical trial (mirvetuximab-soravtansine and bevacizumab)?,3,"chemo, effects, radiotherapy, brachytherapy, experience, chemotherapy, treatment, carboplatin, advice, experiences, paclitaxel",2024-11-17T10:59:29.170Z,2.7891426,1.3099957,3.267665,"Treatment Side Effects  
"
ovarian,Question,Noodleface,Gloriosa clinical trial,"
Morning all,
Quick background summary: stage 3c HGSOC diagnosed Oct 2023, debulking surgery Nov 23, chemo ended April 24, been on Niraparib since May 24, latest NED scan Aug 24. BRCA neg and HRD neg.
I get 4-weekly blood tests due to still being fairly early days on Niraparib. Two weeks ago my CA-125 had shot up to 110, following previous month at 33, and single figures before then. Latest CT scan this month shows early stages of first recurrence in different sites, which is a huge disappointment after such a short time. I see my consultant tomorrow for all the details and a discussion about what happens next. However, I had already spoken to a CNS on the phone on Thursday and asked her to give me the headlines of my results over the phone. She had been in the MDT meeting during which they'd looked at my scan and discussed it. Apparently, if chemo is the decision (carbo/caelyx) then I might be offered the chance to go onto the Gloriosa clinical trial as well. This is fairly newish, I think, and currently open to people with my profile.
So just wondering if any of you have been on it, are on it or had it suggested please? What's your experience?
Here's what I know so far: https://targetovariancancer.org.uk/about-ovarian-cancer/clinical-trials/gloriosa-study-mirvetuximab-soravtansine-and-bevacizumab
Many thanks in advance!
",https://community.macmillan.org.uk/cancer_types/ovarian-cancer-forum/f/diagnosis-and-treatment/286435/gloriosa-clinical-trial,What's your experience on the Gloriosa trial?,3,"chemo, effects, radiotherapy, brachytherapy, experience, chemotherapy, treatment, carboplatin, advice, experiences, paclitaxel",2024-11-17T10:59:29.170Z,2.89824,1.2950722,3.4164994,"Treatment Side Effects  
"
ovarian,Question,Rosi18,"Allergic to paclitaxel, please advise","
Hello all, I’m 41 and new to the group. I’ve been diagnosed with ovarian cancer in July and went through surgery in September (full hysterectomy as well as part of of the peritoneum have been removed, in order to remove all organs, I have also had ended with a stoma). I’ve been told in general surgery was successful and now started my chemo. However although I was planned to have paclitaxel and carboplatin, I had allergic reaction to the paclitaxel and now it needs to be decided on alternative medicine and whether such to be given at all. Is there any of you who has been going through the same, and if so, what has been given to you as alternative to the paclitaxel as chemo please?
I would really appreciate your similar experience and advices. 
Thank you
",https://community.macmillan.org.uk/cancer_types/ovarian-cancer-forum/f/diagnosis-and-treatment/286080/allergic-to-paclitaxel-please-advise,Alternatives to paclitaxel chemotherapy due to allergic reaction,3,"chemo, effects, radiotherapy, brachytherapy, experience, chemotherapy, treatment, carboplatin, advice, experiences, paclitaxel",2024-11-10T05:40:49.400Z,3.0723152,1.2155879,2.8523552,"Treatment Side Effects  
"
ovarian,Question,Rosi18,"Allergic to paclitaxel, please advise","
Hello all, I’m 41 and new to the group. I’ve been diagnosed with ovarian cancer in July and went through surgery in September (full hysterectomy as well as part of of the peritoneum have been removed, in order to remove all organs, I have also had ended with a stoma). I’ve been told in general surgery was successful and now started my chemo. However although I was planned to have paclitaxel and carboplatin, I had allergic reaction to the paclitaxel and now it needs to be decided on alternative medicine and whether such to be given at all. Is there any of you who has been going through the same, and if so, what has been given to you as alternative to the paclitaxel as chemo please?
I would really appreciate your similar experience and advices. 
Thank you
",https://community.macmillan.org.uk/cancer_types/ovarian-cancer-forum/f/diagnosis-and-treatment/286080/allergic-to-paclitaxel-please-advise,Experiences with alternative chemotherapy regimens,3,"chemo, effects, radiotherapy, brachytherapy, experience, chemotherapy, treatment, carboplatin, advice, experiences, paclitaxel",2024-11-10T05:40:49.400Z,3.2970243,1.0824924,2.8370411,"Treatment Side Effects  
"
ovarian,Question,Xena WP,Stage 4- Chemo only,"
Hi All,  
Around Jan 24 I started to feel unwell , I already have an incurable (but manageable)blood cancer unfortunately this was originally misdiagnosed as kidney cancer resulting in my kidney and spleen being removed (2018) 
I went to the GP and had various blood tests which were abnormal so referred to hospital and following several scans, biopsies including drainage of ascities I was eventually diagnosed (Mar 24) with stage 4 Ovarian Cancer spread throughout abdomen, omentum, liver and diaphram, I was booked for a debulking and full hysterectomy in Apr 24 and although opened up they were unable to complete due to legacy from my previous kidney removal op.
My next treatment is palliative chemo starting next week I am actually looking forward to getting this to try and reduce some of the tumours and fight back in some way.  If successful, there may be targeted therapy following so maybe not so final.  I was wondering if any of you guys had only had chemo without the Op and if so how did you get on.   Thanksxx
",https://community.macmillan.org.uk/cancer_types/ovarian-cancer-forum/f/diagnosis-and-treatment/278043/stage-4--chemo-only,Experience with chemo without surgery?,3,"chemo, effects, radiotherapy, brachytherapy, experience, chemotherapy, treatment, carboplatin, advice, experiences, paclitaxel",2024-05-31T23:39:33.520Z,3.8262568,0.9158657,2.9042895,"Treatment Side Effects  
"
ovarian,Question,Xena WP,Stage 4- Chemo only,"
Hi All,  
Around Jan 24 I started to feel unwell , I already have an incurable (but manageable)blood cancer unfortunately this was originally misdiagnosed as kidney cancer resulting in my kidney and spleen being removed (2018) 
I went to the GP and had various blood tests which were abnormal so referred to hospital and following several scans, biopsies including drainage of ascities I was eventually diagnosed (Mar 24) with stage 4 Ovarian Cancer spread throughout abdomen, omentum, liver and diaphram, I was booked for a debulking and full hysterectomy in Apr 24 and although opened up they were unable to complete due to legacy from my previous kidney removal op.
My next treatment is palliative chemo starting next week I am actually looking forward to getting this to try and reduce some of the tumours and fight back in some way.  If successful, there may be targeted therapy following so maybe not so final.  I was wondering if any of you guys had only had chemo without the Op and if so how did you get on.   Thanksxx
",https://community.macmillan.org.uk/cancer_types/ovarian-cancer-forum/f/diagnosis-and-treatment/278043/stage-4--chemo-only,How did chemo go for those who didn't have surgery?,3,"chemo, effects, radiotherapy, brachytherapy, experience, chemotherapy, treatment, carboplatin, advice, experiences, paclitaxel",2024-05-31T23:39:33.520Z,3.8945816,0.8994116,3.020907,"Treatment Side Effects  
"
ovarian,Question,igotyou,Stage 3 Ovarian Cancer - too extensive for surgery & thinking of refusing chemo,"
My Mum is, or rather was until recently, a spritely 77 year old lady. She was diagnosed with stage 3 Ovarian Cancer, last Friday 4 October. We're told it's too extensive, throughout her pelvic region though not impacting on any other organs, for surgery. However, they can offer chemo. If it shrinks enough, surgery may be a later option. Well, in short she's comtemplating refusing the treatment. Says she's had a good life & she'd rather end it on a good note, than end up suffering further pain, side efffects & ... Well this one of the problems, we don't know what to expect! We're a small family (Im an only child, with an only child) & have been lucky enough to not have any experience of cancer to now. Second problem is that, despite over 50 years of strong & loving marraige, my Mum doesn't know how to tell my Dad whats on her mind. He's always been the one to make all the decisions & she knows he'll expect her to fight it all the way ... regardless of what this entails. I'm the only one who knows what Mums thinking. She's relying on me, not just for support but for advice too & I haven't a clue where to start. Any advice would be so greatly appreciated ... as would links to support.
Many thanks
Amanda
",https://community.macmillan.org.uk/cancer_types/ovarian-cancer-forum/f/diagnosis-and-treatment/284272/stage-3-ovarian-cancer---too-extensive-for-surgery-thinking-of-refusing-chemo,Advice on how to support mother refusing treatment,8,"treatment, advice, support, options, anxiety, coping, plan, cancer, life, diagnosis, fear",2024-10-06T23:14:53.853Z,4.8666496,-0.30857405,3.8679802,"Treatment & Coping  
"
ovarian,Question,igotyou,Stage 3 Ovarian Cancer - too extensive for surgery & thinking of refusing chemo,"
My Mum is, or rather was until recently, a spritely 77 year old lady. She was diagnosed with stage 3 Ovarian Cancer, last Friday 4 October. We're told it's too extensive, throughout her pelvic region though not impacting on any other organs, for surgery. However, they can offer chemo. If it shrinks enough, surgery may be a later option. Well, in short she's comtemplating refusing the treatment. Says she's had a good life & she'd rather end it on a good note, than end up suffering further pain, side efffects & ... Well this one of the problems, we don't know what to expect! We're a small family (Im an only child, with an only child) & have been lucky enough to not have any experience of cancer to now. Second problem is that, despite over 50 years of strong & loving marraige, my Mum doesn't know how to tell my Dad whats on her mind. He's always been the one to make all the decisions & she knows he'll expect her to fight it all the way ... regardless of what this entails. I'm the only one who knows what Mums thinking. She's relying on me, not just for support but for advice too & I haven't a clue where to start. Any advice would be so greatly appreciated ... as would links to support.
Many thanks
Amanda
",https://community.macmillan.org.uk/cancer_types/ovarian-cancer-forum/f/diagnosis-and-treatment/284272/stage-3-ovarian-cancer---too-extensive-for-surgery-thinking-of-refusing-chemo,Support groups or resources for dealing with mother's cancer decision,8,"treatment, advice, support, options, anxiety, coping, plan, cancer, life, diagnosis, fear",2024-10-06T23:14:53.853Z,4.8415394,-0.34773743,3.9168785,"Treatment & Coping  
"
ovarian,Question,Peonia,BEVACIZUMAB,"

I m interested in knowing whether anyone felt sick or other side effects
",https://community.macmillan.org.uk/cancer_types/ovarian-cancer-forum/f/diagnosis-and-treatment/285582/bevacizumab,Side effects from treatment?,3,"chemo, effects, radiotherapy, brachytherapy, experience, chemotherapy, treatment, carboplatin, advice, experiences, paclitaxel",2024-11-01T13:50:21.773Z,2.8809013,2.3157954,2.918596,"Treatment Side Effects  
"
ovarian,Question,Scottish81,Back to front,"
Hi, 
Feeling in a muddle tonight.
I'm under the Gynae Oncology team but don't yet have a diagnosis, was seeing Gynaecologist for heavy periods that my GP didn't know how to treat due to previous breast cancer. Had had an ultrasound in July which showed a 'simple cyst' slightly larger than normal but not a cause for concern, advice was rescan in 3 months. In meantime, I was referred to gynaecology who requested blood tests ans d a hysteroscopy. 
Hysteroscopy came back normal but Ca125 came back 'slightly raised', I don't know the numbers yet, so was referred for a CT scan.
Got a call a few weeks ago from specialist nurse saying I'd been referred to Gynae Oncology, CT shows a 4.7 cm lesion on left hand of womb (is this the cyst?!), they don't know if benign or not, and that I would need a hysterectomy, she said consultant appointment would be sent out.
I now have pre-op assessment tomorrow but don't see consultant until Wednesday. Which seems a bit back to front!
In recent experience, how long is pre-op before surgery date?
Xxö
",https://community.macmillan.org.uk/cancer_types/ovarian-cancer-forum/f/diagnosis-and-treatment/285559/back-to-front,How long is pre-op assessment before surgery date?,0,"surgery, hysterectomy, recovery, hospital, advice, experience, long, op, time, expect, stay",2024-10-31T23:08:08.547Z,6.8523493,1.2765298,3.453754,"Hysterectomy Recovery  
"
ovarian,Question,TreeMary,CT staging results tonight,"
I am beyond terrified any suggestions of what questions to ask I’m convinced it’s spread every twinge I get 
",https://community.macmillan.org.uk/cancer_types/ovarian-cancer-forum/f/diagnosis-and-treatment/285517/ct-staging-results-tonight,What questions to ask at appointment?,9,"appointment, expect, diagnosis, results, wait, consultant, ask, waiting, long, oncologist, questions",2024-10-31T11:30:42.200Z,6.854089,0.3225668,3.3981538,"Diagnosis & Consultation  
"
ovarian,Question,TreeMary,CT staging results tonight,"
I am beyond terrified any suggestions of what questions to ask I’m convinced it’s spread every twinge I get 
",https://community.macmillan.org.uk/cancer_types/ovarian-cancer-forum/f/diagnosis-and-treatment/285517/ct-staging-results-tonight,Suggestions for what questions to ask,9,"appointment, expect, diagnosis, results, wait, consultant, ask, waiting, long, oncologist, questions",2024-10-31T11:30:42.200Z,6.763037,0.31820318,3.3255355,"Diagnosis & Consultation  
"
ovarian,Question,Blossom1,Third line chemotherapy for ovarian cancer,"
Hello, I was diagnosed in Aug 2021 with stage 4a ovarian cancer. I’ve had debulking surgery, two cycles of carboplatin paclitaxel chemotherapy and was on Niraparib for a year. These have stopped working. My cancer has spread to my liver peritoneum and spleen and my oncologist has started me on Caelyx. 
Does anyone have experience of caelyx, and how effective is it on metatastic cancer? i am worried as i know if this doesnt work there doesnt seem to be anything else
thankyou
Di
",https://community.macmillan.org.uk/cancer_types/ovarian-cancer-forum/f/diagnosis-and-treatment/275287/third-line-chemotherapy-for-ovarian-cancer,Experience with Caelyx chemotherapy?,3,"chemo, effects, radiotherapy, brachytherapy, experience, chemotherapy, treatment, carboplatin, advice, experiences, paclitaxel",2024-04-04T18:14:48.193Z,2.2066364,0.95804304,2.1905215,"Treatment Side Effects  
"
ovarian,Question,Blossom1,Third line chemotherapy for ovarian cancer,"
Hello, I was diagnosed in Aug 2021 with stage 4a ovarian cancer. I’ve had debulking surgery, two cycles of carboplatin paclitaxel chemotherapy and was on Niraparib for a year. These have stopped working. My cancer has spread to my liver peritoneum and spleen and my oncologist has started me on Caelyx. 
Does anyone have experience of caelyx, and how effective is it on metatastic cancer? i am worried as i know if this doesnt work there doesnt seem to be anything else
thankyou
Di
",https://community.macmillan.org.uk/cancer_types/ovarian-cancer-forum/f/diagnosis-and-treatment/275287/third-line-chemotherapy-for-ovarian-cancer,Effectiveness of Caelyx on metastatic cancer?,3,"chemo, effects, radiotherapy, brachytherapy, experience, chemotherapy, treatment, carboplatin, advice, experiences, paclitaxel",2024-04-04T18:14:48.193Z,2.192161,0.9532565,2.1802502,"Treatment Side Effects  
"
ovarian,Question,SoniaE,Cytoreductive surgery for peritoneal cancer stage 4,"
My friend has been diagnosed with primary peritoneal cancer stage 4 and waiting for the Cytoresuctive surgery after 4 chemo. Has anyone had cytoreductive surgery for stage 4 cancer? How did they cope after removal of various organs? Whixh organs were removed and which chemo did you have and how many before the surgery and were you BRAC positive?
Thank you in advance
",https://community.macmillan.org.uk/cancer_types/ovarian-cancer-forum/f/diagnosis-and-treatment/285480/cytoreductive-surgery-for-peritoneal-cancer-stage-4,Experience with cytoreductive surgery for stage 4 cancer?,5,"similar, cancer, experience, experiences, cervical, symptoms, treatment, menopause, stage, hrt, endometrial",2024-10-30T19:32:28.153Z,4.2676153,1.0345603,5.0756516,"Gynecological Cancer Journeys  
"
ovarian,Question,SoniaE,Cytoreductive surgery for peritoneal cancer stage 4,"
My friend has been diagnosed with primary peritoneal cancer stage 4 and waiting for the Cytoresuctive surgery after 4 chemo. Has anyone had cytoreductive surgery for stage 4 cancer? How did they cope after removal of various organs? Whixh organs were removed and which chemo did you have and how many before the surgery and were you BRAC positive?
Thank you in advance
",https://community.macmillan.org.uk/cancer_types/ovarian-cancer-forum/f/diagnosis-and-treatment/285480/cytoreductive-surgery-for-peritoneal-cancer-stage-4,Coping after removal of various organs?,8,"treatment, advice, support, options, anxiety, coping, plan, cancer, life, diagnosis, fear",2024-10-30T19:32:28.153Z,4.872777,0.2741782,4.0568485,"Treatment & Coping  
"
ovarian,Question,SoniaE,Cytoreductive surgery for peritoneal cancer stage 4,"
My friend has been diagnosed with primary peritoneal cancer stage 4 and waiting for the Cytoresuctive surgery after 4 chemo. Has anyone had cytoreductive surgery for stage 4 cancer? How did they cope after removal of various organs? Whixh organs were removed and which chemo did you have and how many before the surgery and were you BRAC positive?
Thank you in advance
",https://community.macmillan.org.uk/cancer_types/ovarian-cancer-forum/f/diagnosis-and-treatment/285480/cytoreductive-surgery-for-peritoneal-cancer-stage-4,Specific organs removed?,8,"treatment, advice, support, options, anxiety, coping, plan, cancer, life, diagnosis, fear",2024-10-30T19:32:28.153Z,5.3822947,1.396167,4.236828,"Treatment & Coping  
"
ovarian,Question,SoniaE,Cytoreductive surgery for peritoneal cancer stage 4,"
My friend has been diagnosed with primary peritoneal cancer stage 4 and waiting for the Cytoresuctive surgery after 4 chemo. Has anyone had cytoreductive surgery for stage 4 cancer? How did they cope after removal of various organs? Whixh organs were removed and which chemo did you have and how many before the surgery and were you BRAC positive?
Thank you in advance
",https://community.macmillan.org.uk/cancer_types/ovarian-cancer-forum/f/diagnosis-and-treatment/285480/cytoreductive-surgery-for-peritoneal-cancer-stage-4,Chemo regimen before surgery?,3,"chemo, effects, radiotherapy, brachytherapy, experience, chemotherapy, treatment, carboplatin, advice, experiences, paclitaxel",2024-10-30T19:32:28.153Z,4.234092,1.421213,2.4576437,"Treatment Side Effects  
"
ovarian,Question,SoniaE,Cytoreductive surgery for peritoneal cancer stage 4,"
My friend has been diagnosed with primary peritoneal cancer stage 4 and waiting for the Cytoresuctive surgery after 4 chemo. Has anyone had cytoreductive surgery for stage 4 cancer? How did they cope after removal of various organs? Whixh organs were removed and which chemo did you have and how many before the surgery and were you BRAC positive?
Thank you in advance
",https://community.macmillan.org.uk/cancer_types/ovarian-cancer-forum/f/diagnosis-and-treatment/285480/cytoreductive-surgery-for-peritoneal-cancer-stage-4,BRAC positive status?,2,"cancer, cervical, stage, ovarian, recurrence, worried, spread, possible, does, lymph, grade",2024-10-30T19:32:28.153Z,5.8310103,1.376998,6.145264,"Ovarian Cancer Concerns  
"
